1.07847e+25,4.9e+08
1.08517e+25,4.89e+08
1.09192e+25,4.88e+08
1.09871e+25,4.87e+08
1.10554e+25,4.86e+08
1.11242e+25,4.85e+08
1.11933e+25,4.84e+08
1.12629e+25,4.83e+08
1.1333e+25,4.82e+08
1.14034e+25,4.81e+08
1.14744e+25,4.8e+08
1.15457e+25,4.79e+08
1.16175e+25,4.78e+08
1.16897e+25,4.77e+08
1.17624e+25,4.76e+08
1.18355e+25,4.75e+08
1.19091e+25,4.74e+08
1.19832e+25,4.73e+08
1.20577e+25,4.72e+08
1.21326e+25,4.71e+08
1.22081e+25,4.7e+08
1.2284e+25,4.69e+08
1.23603e+25,4.68e+08
1.24372e+25,4.67e+08
1.25145e+25,4.66e+08
1.25923e+25,4.65e+08
1.26706e+25,4.64e+08
1.27494e+25,4.63e+08
1.28286e+25,4.62e+08
1.29084e+25,4.61e+08
1.29887e+25,4.61e+08
1.30695e+25,4.6e+08
1.31507e+25,4.59e+08
1.32325e+25,4.58e+08
1.33147e+25,4.57e+08
1.33975e+25,4.56e+08
1.34808e+25,4.55e+08
1.35646e+25,4.54e+08
1.36489e+25,4.53e+08
1.37337e+25,4.52e+08
1.38191e+25,4.51e+08
1.3905e+25,4.5e+08
1.39914e+25,4.49e+08
1.40784e+25,4.48e+08
1.41659e+25,4.47e+08
1.42539e+25,4.46e+08
1.43425e+25,4.45e+08
1.44317e+25,4.44e+08
1.45214e+25,4.43e+08
1.46116e+25,4.42e+08
1.47026e+25,4.42e+08
1.4794e+25,4.41e+08
1.48859e+25,4.4e+08
1.49784e+25,4.39e+08
1.50715e+25,4.38e+08
1.51652e+25,4.37e+08
1.52594e+25,4.36e+08
1.53542e+25,4.35e+08
1.54496e+25,4.34e+08
1.55457e+25,4.33e+08
1.56422e+25,4.32e+08
1.57394e+25,4.31e+08
1.58374e+25,4.31e+08
1.59358e+25,4.3e+08
1.60349e+25,4.29e+08
1.61345e+25,4.28e+08
1.62348e+25,4.27e+08
1.63356e+25,4.26e+08
1.64371e+25,4.25e+08
1.65393e+25,4.24e+08
1.6642e+25,4.23e+08
1.67454e+25,4.22e+08
1.68497e+25,4.22e+08
1.69544e+25,4.21e+08
1.70597e+25,4.2e+08
1.71657e+25,4.19e+08
1.72723e+25,4.18e+08
1.73796e+25,4.17e+08
1.74876e+25,4.16e+08
1.75962e+25,4.15e+08
1.77058e+25,4.15e+08
1.78158e+25,4.14e+08
1.79265e+25,4.13e+08
1.80378e+25,4.12e+08
1.81499e+25,4.11e+08
1.82626e+25,4.1e+08
1.8376e+25,4.09e+08
1.84902e+25,4.08e+08
1.86053e+25,4.08e+08
1.87209e+25,4.07e+08
1.88372e+25,4.06e+08
1.89542e+25,4.05e+08
1.90719e+25,4.04e+08
1.91903e+25,4.03e+08
1.93095e+25,4.02e+08
1.94297e+25,4.02e+08
1.95504e+25,4.01e+08
1.96718e+25,4e+08
1.9794e+25,3.99e+08
1.99169e+25,3.98e+08
2.00406e+25,3.97e+08
2.01654e+25,3.97e+08
2.02906e+25,3.96e+08
2.04166e+25,3.95e+08
2.05434e+25,3.94e+08
2.0671e+25,3.93e+08
2.07993e+25,3.92e+08
2.09288e+25,3.92e+08
2.10588e+25,3.91e+08
2.11895e+25,3.9e+08
2.13211e+25,3.89e+08
2.14535e+25,3.88e+08
2.1587e+25,3.88e+08
2.1721e+25,3.87e+08
2.18559e+25,3.86e+08
2.19916e+25,3.85e+08
2.21282e+25,3.84e+08
2.22655e+25,3.83e+08
2.24041e+25,3.83e+08
2.25432e+25,3.82e+08
2.26832e+25,3.81e+08
2.2824e+25,3.8e+08
2.29657e+25,3.79e+08
2.31086e+25,3.79e+08
2.32521e+25,3.78e+08
2.33964e+25,3.77e+08
2.35417e+25,3.76e+08
2.36878e+25,3.75e+08
2.38352e+25,3.75e+08
2.39832e+25,3.74e+08
2.41321e+25,3.73e+08
2.42818e+25,3.72e+08
2.4433e+25,3.72e+08
2.45846e+25,3.71e+08
2.47372e+25,3.7e+08
2.48908e+25,3.69e+08
2.50452e+25,3.68e+08
2.52011e+25,3.68e+08
2.53575e+25,3.67e+08
2.55149e+25,3.66e+08
2.56732e+25,3.65e+08
2.5833e+25,3.65e+08
2.59934e+25,3.64e+08
2.61547e+25,3.63e+08
2.6317e+25,3.62e+08
2.64802e+25,3.61e+08
2.66451e+25,3.61e+08
2.68104e+25,3.6e+08
2.69768e+25,3.59e+08
2.71441e+25,3.58e+08
2.73131e+25,3.58e+08
2.74826e+25,3.57e+08
2.76531e+25,3.56e+08
2.78246e+25,3.55e+08
2.79978e+25,3.55e+08
2.81715e+25,3.54e+08
2.83463e+25,3.53e+08
2.85221e+25,3.52e+08
2.86997e+25,3.52e+08
2.88777e+25,3.51e+08
2.90569e+25,3.5e+08
2.92376e+25,3.5e+08
2.94191e+25,3.49e+08
2.96016e+25,3.48e+08
2.97852e+25,3.47e+08
2.99705e+25,3.47e+08
3.01564e+25,3.46e+08
3.03435e+25,3.45e+08
3.05317e+25,3.44e+08
3.07217e+25,3.44e+08
3.09122e+25,3.43e+08
3.1104e+25,3.42e+08
3.12968e+25,3.41e+08
3.14916e+25,3.41e+08
3.16869e+25,3.4e+08
3.18834e+25,3.39e+08
3.20818e+25,3.39e+08
3.22808e+25,3.38e+08
3.2481e+25,3.37e+08
3.26823e+25,3.36e+08
3.28858e+25,3.36e+08
3.30897e+25,3.35e+08
3.32948e+25,3.34e+08
3.3502e+25,3.34e+08
3.37098e+25,3.33e+08
