17167525977833740023096069.37001584,339614919.3554198574317610431379794
17250822848020419939153682.25270791,339067418.6313308054747485402811837
17334523874786903796982117.77289431,338520800.5452702799651139900227239
17418631019101720579081113.14767665,337975063.6743179903456892912041874
17503146251448022470485445.57357788,337430206.5978475673360266641386381
17588071551869749829466012.78403001,336886227.8975228648511647891293261
17673408910018020150760566.67775616,336343126.1572942678821535070743263
17759160325197742108146299.36397824,335800899.9633950063287259992995481
17845327806414455768439695.92302586,335259547.9043374747745228580018468
17931913372421400074307868.78300259,334719068.5709095581952879279446383
18018919051766808698600099.00630882,334179460.5561709635904712443707566
18106346882841435378258654.7079751,333640722.4554495575286898115214979
18194198913926309841244261.64015204,333102852.8663377095975123607170053
18282477203240725445313991.63113251,332565850.3886886417480495967014324
18371183818990459652917937.63151303,332029713.6246127835248467859267068
18460320839416228471935986.77719089,331494441.1784741331715908606811191
18549890352842375997457412.92861152,330960031.6568866246031595085032942
18639894457725800195314016.00785269,330426483.6687105002345549871981532
18730335262705116073612266.17270862,329893795.8250486896572806520290152
18821214886650057394071496.10895851,329361966.7392431941537334033386981
18912535458711118080563754.78668148,328830995.0268714770402004599919818
19004299118369434487866621.84422613,328300879.3057428598290640366716587
19096508015486909699283214.89994479,327771618.1958949242008326512401048
19189164310356581027453934.7511037,327243210.3195899197766329121373063
19282270173753231898382318.446986,326715654.3013111776818107351639219
19375827786984249304422841.10916786,326188948.76775952989130601403357
19469839341940728017731758.25404587,325663092.3478497343474798198113459
19564307041148822761463246.03950648,325138083.6727069058410882308247574
19659233097821349541802312.75175615,324613921.3756629526461118968779631
19754619735909637349763357.06953188,324090604.0922530188991654196594295
19850469190155631447548973.95129682,323568130.4602119327142255851459019
19946783706144249460157794.81027217,323046499.1194706600234324136108292
20043565540355991498852933.06272535,322525708.7121527641347318985819522
20140816960219805549054127.91728155,322005757.8825708709971441877994758
20238540244166209361197077.85090824,321486645.2772231401644558169418201
20336737681680670089112870.70088775,320968369.5447897414481494406490741
20435411573357242926518990.48164493,320450929.3361293372503993152235592
20534564230952469998281253.38391829,319934323.3042755705679755733609179
20634197977439540769203339.09109585,319418550.1044335586579150934023456
20734315147062715239227481.40294674,318903608.3939763923558315039374226
20834918085392011200086507.73298273,318389496.8324416410377515791658429
20936009149378156834633914.58121318,317876214.0815278632163799712834714
21037590707407809946295180.51794016,317363758.8050911227627088933318462
21139665139359045112330195.18851773,316852129.6691415107439040094786498
21242234836657110060873668.71237725,316341325.3418396728684124096179241
21345302202330452578027827.66089452,315831344.4934933425292531415309597
21448869651067019257619749.33015806,315322185.7965538794364653466698359
21552939609270827412604483.76570546,314813847.925612813829703594953478
21657514515118811473494812.15660967,314306329.5573983962619845398386843
21762596818617945205629240.72966216,313799629.3707721529456035173836862
21868188981662641083551781.80204912,313293746.0467254466512541920971877
