-9.288022919506092500e+14,2.585860279446290625e+13,-4.972003142536268616e+10,3.674799070610693097e+08,4.510000000000000142e+01,2.120000000000000000e+02
2.903546308015892000e+15,-2.837274531827065625e+13,2.060882143894182739e+11,-3.473431591814600676e+07,2.120000000000000000e+02,1.150000000000000000e+03
-4.850068726830220800e+16,1.057252553156025000e+14,8.948125731648515320e+10,-9.351979259914810536e+05,1.150000000000000000e+03,1.044000000000000000e+04
-7.136509953969848320e+17,2.968604013295912500e+14,7.117329313890003967e+10,-3.506524541656471556e+05,1.044000000000000000e+04,2.622000000000000000e+04
-5.243765262538588160e+18,8.151801115288575000e+14,5.140518824953063202e+10,-9.934168771040420688e+04,2.622000000000000000e+04,6.587000000000000000e+04
-2.397554729243777434e+19,1.668305147048781000e+15,3.845354052644087982e+10,-3.380022865929468389e+04,6.587000000000000000e+04,1.654000000000000000e+05
-1.340783525686212035e+20,3.665333054113776000e+15,2.637961122133206558e+10,-9.467440861816225151e+03,1.654000000000000000e+05,4.156000000000000000e+05
-5.704045890570268180e+20,6.814944963317856000e+15,1.880114175741465378e+10,-3.389104750236651853e+03,4.156000000000000000e+05,1.044000000000000000e+06
-4.070876921807778087e+21,1.687377350570504400e+16,9.166248517580175400e+09,-3.128297694465899781e+02,1.044000000000000000e+06,2.622000000000000000e+06
2.973160688775593984e+21,8.814233905495264000e+15,1.224006224763730240e+10,-7.036019192123063704e+02,2.622000000000000000e+06,6.588000000000000000e+06
-5.351200613700899743e+23,2.538475772838494080e+17,-2.495382715405579758e+10,1.178298981500762920e+03,6.588000000000000000e+06,8.293000000000000000e+06
2.120408194141249214e+23,-1.643852453125308800e+16,7.638250720670172691e+09,-1.317246478543547710e+02,8.293000000000000000e+06,1.655000000000000000e+07
-3.744424847238020538e+23,8.987264842426233600e+16,1.214614892542353868e+09,-2.346282735969674960e+00,1.655000000000000000e+07,3.302000000000000000e+07
-2.774797513385385572e+23,8.106319354371148800e+16,1.481406378930931807e+09,-5.039513973488128684e+00,3.302000000000000000e+07,6.592000000000000000e+07
-1.801263072324061135e+24,1.504101286613777280e+17,4.294201059080822468e+08,2.799959022342095594e-01,6.592000000000000000e+07,1.315000000000000000e+08
3.838484480606223628e+24,2.174668638920403200e+16,1.407849324707881689e+09,-2.200179557334357217e+00,1.315000000000000000e+08,2.625000000000000000e+08
-1.113449668001076125e+26,1.338128986740219392e+18,-3.606940390915034294e+09,4.167807383139186861e+00,2.625000000000000000e+08,3.305000000000000000e+08
6.886898107043185421e+25,-2.977010998304867200e+17,1.342621141825378180e+09,-8.241860941582537237e-01,3.305000000000000000e+08,5.239000000000000000e+08
-6.801167520926255042e+25,4.861163631187082880e+17,-1.534992302860840261e+08,1.277260850817171500e-01,5.239000000000000000e+08,8.303000000000000000e+08
2.625503927603141143e+26,-7.082545918478451200e+17,1.284981987305814743e+09,-4.497684821798745847e-01,8.303000000000000000e+08,1.046000000000000000e+09
-4.522687235646499742e+26,1.341895837382451968e+18,-6.750088628187521696e+08,1.748302590962781122e-01,1.046000000000000000e+09,1.606000000000000000e+09
5.519245131693492913e+26,-5.339321266287543040e+17,4.930035680724098086e+08,-6.759656342160527687e-02,1.606000000000000000e+09,2.545000000000000000e+09
-8.394931198284201847e+26,1.106245829753685120e+18,-1.514671417045801878e+08,1.681348370046282029e-02,2.545000000000000000e+09,4.166000000000000000e+09
8.699931821665399980e+26,-1.247812720189702400e+17,1.440266417262060344e+08,-6.829801899696103136e-03,4.166000000000000000e+09,6.606000000000000000e+09
-3.365271871194346126e+27,1.798590686818852864e+18,-1.471286653942636847e+08,7.861655720672740613e-03,6.606000000000000000e+09,8.031000000000000000e+09
8.284619048053342091e+27,-2.553255005839977984e+18,3.947522576114430428e+08,-1.462956260023817907e-02,8.031000000000000000e+09,1.011000000000000000e+10
-1.882325979757965734e+28,5.490625957255867392e+18,-4.008838416067414284e+08,1.160308162060536170e-02,1.011000000000000000e+10,1.319000000000000000e+10
2.117592019432225512e+28,-3.606988900644491776e+18,2.888519323053403497e+08,-5.827693560392411404e-03,1.319000000000000000e+10,1.661000000000000000e+10
-1.406192569012082958e+28,2.757462493294657024e+18,-9.431792885896721482e+07,1.861848104554560688e-03,1.661000000000000000e+10,2.091000000000000000e+10
3.866885577382300487e+28,-4.807929395362994176e+18,2.674894307133738995e+08,-3.905844539672142374e-03,2.091000000000000000e+10,2.533000000000000000e+10
-6.637686147091880794e+28,7.633332023279934464e+18,-2.236776209503817558e+08,2.557730294697585158e-03,2.533000000000000000e+10,3.315000000000000000e+10
6.355583937374059870e+28,-4.125283437775215616e+18,1.310317443906483948e+08,-1.008980266800958312e-03,3.315000000000000000e+10,4.174000000000000000e+10
4.112728567791362157e+28,-2.513264724610841600e+18,9.241126731435771286e+07,-7.005592711429907762e-04,4.174000000000000000e+10,4.652000000000000000e+10
-4.919224590928345392e+28,3.311296641717430272e+18,-3.279426506587170064e+07,1.965855581793753495e-04,4.652000000000000000e+10,6.347000000000000000e+10
1.304049118009143863e+28,3.697776363901160960e+17,1.355076416569147632e+07,-4.681042539062187796e-05,6.347000000000000000e+10,8.444000000000000000e+10
-1.307749766055489396e+28,1.297702393873998336e+18,2.561603134380692150e+06,-3.429874974899547333e-06,8.444000000000000000e+10,1.100000000000000000e+11
-1.544550957563984037e+28,1.362284537012677888e+18,1.974492742210878525e+06,-1.650752574384957894e-06,1.100000000000000000e+11,1.408000000000000000e+11
